"Well","Clean_Sample_Name","Cleaner_Sample_Name","Col1","18S","Col3","Col1_dCT","Col3_dCT","Col1_ddCT","Col3_ddCT","Gene","FoldChange"
64,"Alone 2","Alone","21.97722053527832","17.495876312255859","25.312524795532227",4.48134422302246,7.81664848327637,-0.206500583224827,-0.792347378200954,"Col3",1.7318900926445
65,"Alone 2","Alone","22.267156600952148","17.3397216796875","25.107305526733398",4.92743492126465,7.7675838470459,0.239590115017361,-0.841412014431423,"Col1",0.846985915875652
65,"Alone 2","Alone","22.267156600952148","17.3397216796875","25.107305526733398",4.92743492126465,7.7675838470459,0.239590115017361,-0.841412014431423,"Col3",1.79180298211505
66,"Alone 2","Alone","21.912853240966797","17.407569885253906","25.374118804931641",4.50528335571289,7.96654891967773,-0.182561450534397,-0.642446941799587,"Col1",1.13489706446226
66,"Alone 2","Alone","21.912853240966797","17.407569885253906","25.374118804931641",4.50528335571289,7.96654891967773,-0.182561450534397,-0.642446941799587,"Col3",1.56097446979535
67,"AA100 1","AA100","22.055524826049805","17.562698364257812","25.10609245300293",4.49282646179199,7.54339408874512,-0.195018344455296,-1.0656017727322,"Col1",1.14473871632536
67,"AA100 1","AA100","22.055524826049805","17.562698364257812","25.10609245300293",4.49282646179199,7.54339408874512,-0.195018344455296,-1.0656017727322,"Col3",2.09304274139087
68,"AA100 1","AA100","21.989179611206055","17.955999374389648","25.250532150268555",4.03318023681641,7.29453277587891,-0.654664569430881,-1.31446308559842,"Col1",1.5742498931506
68,"AA100 1","AA100","21.989179611206055","17.955999374389648","25.250532150268555",4.03318023681641,7.29453277587891,-0.654664569430881,-1.31446308559842,"Col3",2.48709753437114
69,"AA100 1","AA100","21.861639022827148","17.865285873413086","25.137134552001953",3.99635314941406,7.27184867858887,-0.691491656833225,-1.33714718288845,"Col1",1.61495241575971
69,"AA100 1","AA100","21.861639022827148","17.865285873413086","25.137134552001953",3.99635314941406,7.27184867858887,-0.691491656833225,-1.33714718288845,"Col3",2.52651226381988
7,"PBS 2","PBS","21.891372680664062","17.415302276611328","26.027067184448242",4.47607040405273,8.61176490783691,-0.211774402194553,0.00276904635959241,"Col1",1.1581116952335
7,"PBS 2","PBS","21.891372680664062","17.415302276611328","26.027067184448242",4.47607040405273,8.61176490783691,-0.211774402194553,0.00276904635959241,"Col3",0.998082484110138
73,"GVMGFO 1","GVMGFO","22.12486457824707","18.371807098388672","25.763191223144531",3.7530574798584,7.39138412475586,-0.934787326388889,-1.21761173672146,"Col1",1.91160881629614
73,"GVMGFO 1","GVMGFO","22.12486457824707","18.371807098388672","25.763191223144531",3.7530574798584,7.39138412475586,-0.934787326388889,-1.21761173672146,"Col3",2.32561412123177
74,"GVMGFO 1","GVMGFO","22.270938873291016","18.530149459838867","25.979450225830078",3.74078941345215,7.44930076599121,-0.947055392795139,-1.15969509548611,"Col1",1.92793363776586
74,"GVMGFO 1","GVMGFO","22.270938873291016","18.530149459838867","25.979450225830078",3.74078941345215,7.44930076599121,-0.947055392795139,-1.15969509548611,"Col3",2.23410206284115
75,"GVMGFO 1","GVMGFO","22.300086975097656","18.620288848876953","26.024013519287109",3.6797981262207,7.40372467041016,-1.00804668002658,-1.20527119106717,"Col1",2.01118623394503
75,"GVMGFO 1","GVMGFO","22.300086975097656","18.620288848876953","26.024013519287109",3.6797981262207,7.40372467041016,-1.00804668002658,-1.20527119106717,"Col3",2.30580608750823
76,"Alone 3","Alone","21.899356842041016","17.279464721679688","25.439783096313477",4.61989212036133,8.16031837463379,-0.0679526858859596,-0.448677486843533,"Col1",1.0482280976369
76,"Alone 3","Alone","21.899356842041016","17.279464721679688","25.439783096313477",4.61989212036133,8.16031837463379,-0.0679526858859596,-0.448677486843533,"Col3",1.36478858654065
77,"Alone 3","Alone","22.137935638427734","17.827724456787109","25.945741653442383",4.31021118164062,8.11801719665527,-0.377633624606663,-0.490978664822048,"Col1",1.29920908372046
77,"Alone 3","Alone","22.137935638427734","17.827724456787109","25.945741653442383",4.31021118164062,8.11801719665527,-0.377633624606663,-0.490978664822048,"Col3",1.40539791644057
78,"Alone 3","Alone","22.240169525146484","17.944585800170898","25.932374954223633",4.29558372497559,7.98778915405273,-0.392261081271702,-0.621206707424587,"Col1",1.3124487439951
78,"Alone 3","Alone","22.240169525146484","17.944585800170898","25.932374954223633",4.29558372497559,7.98778915405273,-0.392261081271702,-0.621206707424587,"Col3",1.53816120117166
79,"AA100 2","AA100","22.134706497192383","17.510126113891602","26.076133728027344",4.62458038330078,8.56600761413574,-0.0632644229465065,-0.0429882473415795,"Col1",1.04482724545344
79,"AA100 2","AA100","22.134706497192383","17.510126113891602","26.076133728027344",4.62458038330078,8.56600761413574,-0.0632644229465065,-0.0429882473415795,"Col3",1.03024556087376
8,"PBS 2","PBS","21.883686065673828","17.389080047607422","25.978219985961914",4.49460601806641,8.58913993835449,-0.193238788180881,-0.0198559231228295,"Col1",1.14332755801986
8,"PBS 2","PBS","21.883686065673828","17.389080047607422","25.978219985961914",4.49460601806641,8.58913993835449,-0.193238788180881,-0.0198559231228295,"Col3",1.01385822428081
80,"AA100 2","AA100","22.114522933959961","17.442361831665039","25.986579895019531",4.67216110229492,8.54421806335449,-0.0156837039523658,-0.0647777981228295,"Col1",1.01093042045792
80,"AA100 2","AA100","22.114522933959961","17.442361831665039","25.986579895019531",4.67216110229492,8.54421806335449,-0.0156837039523658,-0.0647777981228295,"Col3",1.04592383565657
81,"AA100 2","AA100","22.143356323242188","17.457668304443359","25.937196731567383",4.68568801879883,8.47952842712402,-0.0021567874484596,-0.129467434353298,"Col1",1.00149608916539
81,"AA100 2","AA100","22.143356323242188","17.457668304443359","25.937196731567383",4.68568801879883,8.47952842712402,-0.0021567874484596,-0.129467434353298,"Col3",1.09388982125613
85,"GVMGFO 2","GVMGFO","22.188199996948242","17.344707489013672","25.525325775146484",4.84349250793457,8.18061828613281,0.155647701687283,-0.428377575344509,"Col1",0.89772924452097
85,"GVMGFO 2","GVMGFO","22.188199996948242","17.344707489013672","25.525325775146484",4.84349250793457,8.18061828613281,0.155647701687283,-0.428377575344509,"Col3",1.34571935776431
86,"GVMGFO 2","GVMGFO","22.1761474609375","17.47612190246582","25.597238540649414",4.70002555847168,8.12111663818359,0.012180752224392,-0.487879223293728,"Col1",0.991592488420135
86,"GVMGFO 2","GVMGFO","22.1761474609375","17.47612190246582","25.597238540649414",4.70002555847168,8.12111663818359,0.012180752224392,-0.487879223293728,"Col3",1.40238184388273
87,"GVMGFO 2","GVMGFO","22.357065200805664","17.251934051513672","25.443206787109375",5.10513114929199,8.1912727355957,0.417286343044704,-0.417723125881619,"Col1",0.748831825912702
87,"GVMGFO 2","GVMGFO","22.357065200805664","17.251934051513672","25.443206787109375",5.10513114929199,8.1912727355957,0.417286343044704,-0.417723125881619,"Col3",1.33581769098499
88,"PBS 1","PBS","22.387319564819336","17.597492218017578","26.672828674316406",4.78982734680176,9.07533645629883,0.10198254055447,0.466340594821506,"Col1",0.931751705263481
88,"PBS 1","PBS","22.387319564819336","17.597492218017578","26.672828674316406",4.78982734680176,9.07533645629883,0.10198254055447,0.466340594821506,"Col3",0.723798190047224
89,"PBS 1","PBS","22.515562057495117","17.816215515136719","26.710527420043945",4.6993465423584,8.89431190490723,0.0115017361111107,0.285316043429905,"Col1",0.992059299306693
89,"PBS 1","PBS","22.515562057495117","17.816215515136719","26.710527420043945",4.6993465423584,8.89431190490723,0.0115017361111107,0.285316043429905,"Col3",0.820561833060077
9,"PBS 2","PBS","21.834751129150391","17.338781356811523","25.980510711669922",4.49596977233887,8.6417293548584,-0.191875033908421,0.0327334933810768,"Col1",1.14224730122307
9,"PBS 2","PBS","21.834751129150391","17.338781356811523","25.980510711669922",4.49596977233887,8.6417293548584,-0.191875033908421,0.0327334933810768,"Col3",0.977566333910577
90,"PBS 1","PBS","22.691234588623047","17.76518440246582","26.867338180541992",4.92605018615723,9.10215377807617,0.238205379909939,0.49315791659885,"Col1",0.847799264605726
90,"PBS 1","PBS","22.691234588623047","17.76518440246582","26.867338180541992",4.92605018615723,9.10215377807617,0.238205379909939,0.49315791659885,"Col3",0.710468249873829
91,"AA100 3","AA100","21.758882522583008","17.697660446166992","25.579429626464844",4.06122207641602,7.88176918029785,-0.626622729831272,-0.72722668117947,"Col1",1.54394646559182
91,"AA100 3","AA100","21.758882522583008","17.697660446166992","25.579429626464844",4.06122207641602,7.88176918029785,-0.626622729831272,-0.72722668117947,"Col3",1.65545372227397
92,"AA100 3","AA100","21.93602180480957","17.574567794799805","25.317836761474609",4.36145401000977,7.7432689666748,-0.326390796237522,-0.865726894802517,"Col1",1.25387262259412
92,"AA100 3","AA100","21.93602180480957","17.574567794799805","25.317836761474609",4.36145401000977,7.7432689666748,-0.326390796237522,-0.865726894802517,"Col3",1.82225757144096
93,"AA100 3","AA100","22.008600234985352","17.277534484863281","25.188179016113281",4.73106575012207,7.91064453125,0.0432209438747826,-0.698351330227322,"Col1",0.970485831759487
93,"AA100 3","AA100","22.008600234985352","17.277534484863281","25.188179016113281",4.73106575012207,7.91064453125,0.0432209438747826,-0.698351330227322,"Col3",1.62264941640027
